TransactionID,CustomerID,TransactionDate,ProductID,Amount,PaymentType,Country,MerchantID,IsFraudulent,Category,CustomerAge,CustomerEmailDomain,TransactionTime,ProductDescription,Quantity,IPAddress,DeviceID,TransactionStatus
381,408,2023-01-16 20:00:00,72,689.6,Credit Card,Australia,1042,0,Clothing,55.0,yahoo.com,21:00:00,Poor,,10.0.0.1,37,Failed
382,116,2023-01-16 21:00:00,21,245.68,Credit Card,France,1585,0,Home & Garden,65.0,hotmail.com,21:45:00,Poor,9.0,127.0.0.1,637,Pending
383,75,2023-01-16 22:00:00,18,911.51,Credit Card,Germany,1861,0,Clothing,45.0,gmail.com,22:30:00,Good,5.0,192.168.1.1,934,Pending
384,113,2023-01-16 23:00:00,94,839.07,PayPal,Canada,1277,0,Sports,50.0,hotmail.com,23:15:00,Average,7.0,10.0.0.1,691,Pending
385,456,2023-01-17 00:00:00,64,710.84,Credit Card,France,1837,0,Clothing,50.0,example.com,00:00:00,Good,3.0,172.16.0.1,844,Completed
386,420,2023-01-17 01:00:00,82,949.1,Debit Card,Canada,1753,0,Sports,30.0,gmail.com,00:45:00,Average,3.0,192.168.1.1,37,Failed
387,422,2023-01-17 02:00:00,95,36.26,Wire Transfer,UK,1129,0,Sports,40.0,hotmail.com,01:30:00,Good,3.0,172.16.0.1,101,Pending
388,104,2023-01-17 03:00:00,38,737.52,Wire Transfer,USA,1349,0,Home & Garden,55.0,yahoo.com,02:15:00,Average,8.0,192.168.1.1,543,Cancelled
389,340,2023-01-17 04:00:00,32,333.59,Credit Card,France,1705,0,Clothing,45.0,example.com,03:00:00,Average,6.0,172.16.0.1,190,Failed
390,254,2023-01-17 05:00:00,11,906.54,Credit Card,Australia,1543,0,Clothing,,gmail.com,03:45:00,Good,9.0,127.0.0.1,512,Completed
391,227,2023-01-17 06:00:00,45,270.34,Credit Card,France,1105,1,Books,30.0,gmail.com,04:30:00,Average,,192.168.1.1,658,Failed
392,112,2023-01-17 07:00:00,89,726.23,PayPal,Canada,1911,1,Books,18.0,gmail.com,05:15:00,Poor,8.0,,90,Completed
393,473,2023-01-17 08:00:00,33,878.26,Wire Transfer,UK,1715,0,Electronics,25.0,gmail.com,06:00:00,Good,1.0,192.168.1.1,6,Pending
394,99,2023-01-17 09:00:00,41,46.45,Credit Card,Germany,1000,0,Sports,60.0,example.com,06:45:00,Poor,6.0,10.0.0.1,905,Completed
395,153,2023-01-17 10:00:00,8,400.66,Debit Card,Australia,1756,0,Home & Garden,,example.com,07:30:00,Good,4.0,127.0.0.1,139,Completed
396,349,2023-01-17 11:00:00,11,763.5,Credit Card,UK,1583,0,Books,25.0,yahoo.com,08:15:00,Good,4.0,172.16.0.1,95,Cancelled
397,402,2023-01-17 12:00:00,86,457.64,Wire Transfer,France,1431,0,Clothing,30.0,yahoo.com,09:00:00,Good,3.0,172.16.0.1,631,Failed
398,384,2023-01-17 13:00:00,51,270.92,Credit Card,Germany,1305,0,Electronics,45.0,yahoo.com,09:45:00,Poor,9.0,192.168.1.1,878,Completed
399,366,2023-01-17 14:00:00,88,223.71,Wire Transfer,UK,1908,0,Home & Garden,40.0,hotmail.com,10:30:00,Average,2.0,,632,Cancelled
400,338,2023-01-17 15:00:00,41,135.86,Credit Card,USA,1526,0,Clothing,25.0,yahoo.com,11:15:00,Poor,1.0,127.0.0.1,386,Cancelled
401,194,2023-01-17 16:00:00,17,857.84,Debit Card,Australia,1052,0,Clothing,18.0,example.com,12:00:00,Average,3.0,192.168.1.1,123,Cancelled
402,310,2023-01-17 17:00:00,76,577.48,Credit Card,Canada,1939,0,Sports,25.0,hotmail.com,12:45:00,Good,4.0,10.0.0.1,285,Pending
403,163,2023-01-17 18:00:00,46,81.0,Debit Card,UK,1519,0,Sports,40.0,example.com,13:30:00,Poor,4.0,,366,Pending
404,208,2023-01-17 19:00:00,32,385.67,Debit Card,UK,1329,1,Books,25.0,hotmail.com,14:15:00,Good,6.0,172.16.0.1,889,Completed
405,445,2023-01-17 20:00:00,79,,Credit Card,USA,1557,0,Books,,yahoo.com,15:00:00,Poor,1.0,192.168.1.1,691,Failed
406,169,2023-01-17 21:00:00,80,185.83,Debit Card,France,1324,0,Clothing,35.0,yahoo.com,15:45:00,Good,1.0,10.0.0.1,490,Pending
407,484,2023-01-17 22:00:00,54,438.33,PayPal,Australia,1113,0,Clothing,,yahoo.com,16:30:00,Good,2.0,10.0.0.1,325,Pending
408,161,2023-01-17 23:00:00,86,335.44,Credit Card,Australia,1146,0,Books,50.0,hotmail.com,17:15:00,Poor,4.0,172.16.0.1,407,Completed
409,68,2023-01-18 00:00:00,92,345.09,Credit Card,Canada,1165,0,Books,30.0,example.com,18:00:00,,7.0,,996,Completed
410,289,2023-01-18 01:00:00,20,740.33,Debit Card,UK,1378,0,Clothing,45.0,gmail.com,18:45:00,Good,6.0,172.16.0.1,519,Pending
411,398,2023-01-18 02:00:00,33,227.15,Debit Card,Germany,1138,0,Home & Garden,25.0,example.com,19:30:00,Poor,9.0,172.16.0.1,896,Completed
412,277,2023-01-18 03:00:00,74,643.65,Credit Card,UK,1628,0,Clothing,40.0,yahoo.com,20:15:00,Good,7.0,,824,Cancelled
413,304,2023-01-18 04:00:00,40,572.8,PayPal,Canada,1298,0,Home & Garden,50.0,hotmail.com,21:00:00,Poor,5.0,172.16.0.1,639,Completed
414,404,2023-01-18 05:00:00,32,570.25,Debit Card,UK,1275,0,Home & Garden,60.0,hotmail.com,21:45:00,Average,6.0,172.16.0.1,77,Cancelled
415,384,2023-01-18 06:00:00,97,664.69,Debit Card,USA,1915,0,Clothing,25.0,yahoo.com,22:30:00,Good,9.0,10.0.0.1,234,Pending
416,392,2023-01-18 07:00:00,2,550.64,Wire Transfer,UK,1788,1,Electronics,30.0,hotmail.com,23:15:00,Good,1.0,127.0.0.1,830,Failed
417,135,2023-01-18 08:00:00,97,879.86,PayPal,UK,1849,0,Books,35.0,yahoo.com,00:00:00,Good,9.0,172.16.0.1,586,Cancelled
418,195,2023-01-18 09:00:00,33,677.2,PayPal,Germany,1824,0,Sports,60.0,example.com,00:45:00,Good,6.0,10.0.0.1,484,Failed
419,401,2023-01-18 10:00:00,77,549.23,Credit Card,USA,1177,0,Clothing,60.0,hotmail.com,01:30:00,Good,4.0,,464,Pending
420,128,2023-01-18 11:00:00,30,830.61,PayPal,USA,1841,0,Home & Garden,,gmail.com,02:15:00,Average,5.0,,271,Completed
421,33,2023-01-18 12:00:00,33,608.12,Credit Card,UK,1353,0,Clothing,18.0,hotmail.com,03:00:00,,1.0,127.0.0.1,821,Cancelled
422,176,2023-01-18 13:00:00,77,294.69,Wire Transfer,Australia,1153,0,Books,35.0,yahoo.com,03:45:00,Good,7.0,172.16.0.1,939,Cancelled
423,460,2023-01-18 14:00:00,26,211.06,PayPal,Germany,1925,0,Home & Garden,18.0,gmail.com,04:30:00,Average,,172.16.0.1,467,Pending
424,443,2023-01-18 15:00:00,22,156.57,Debit Card,UK,1200,0,Sports,30.0,yahoo.com,05:15:00,Average,5.0,192.168.1.1,469,Pending
425,371,2023-01-18 16:00:00,66,899.96,Wire Transfer,UK,1877,0,Sports,18.0,hotmail.com,06:00:00,,,10.0.0.1,632,Completed
426,470,2023-01-18 17:00:00,38,,Credit Card,Canada,1114,0,Sports,45.0,gmail.com,06:45:00,Average,8.0,127.0.0.1,547,Failed
427,375,2023-01-18 18:00:00,90,937.69,Wire Transfer,Canada,1670,0,Electronics,60.0,gmail.com,07:30:00,Average,7.0,172.16.0.1,719,Cancelled
428,22,2023-01-18 19:00:00,46,605.28,Credit Card,Australia,1553,0,Home & Garden,65.0,hotmail.com,08:15:00,Average,9.0,,270,Failed
429,238,2023-01-18 20:00:00,15,476.03,Wire Transfer,Germany,1758,0,Home & Garden,30.0,gmail.com,09:00:00,Good,4.0,192.168.1.1,605,Cancelled
430,158,2023-01-18 21:00:00,98,64.42,Credit Card,France,1067,0,Electronics,40.0,example.com,09:45:00,Good,9.0,172.16.0.1,965,Cancelled
431,38,2023-01-18 22:00:00,44,673.28,PayPal,Canada,1444,0,Home & Garden,55.0,gmail.com,10:30:00,Average,4.0,127.0.0.1,378,Completed
432,230,2023-01-18 23:00:00,49,584.3,Debit Card,France,1444,0,Electronics,18.0,gmail.com,11:15:00,Good,3.0,172.16.0.1,177,Cancelled
433,365,2023-01-19 00:00:00,75,,Credit Card,USA,1325,0,Clothing,45.0,example.com,12:00:00,Average,3.0,,274,Cancelled
434,51,2023-01-19 01:00:00,61,242.96,Wire Transfer,Canada,1845,0,Books,35.0,yahoo.com,12:45:00,Good,2.0,,691,Pending
435,438,2023-01-19 02:00:00,67,533.08,Credit Card,Canada,1707,0,Sports,25.0,yahoo.com,13:30:00,Average,3.0,192.168.1.1,641,Completed
436,264,2023-01-19 03:00:00,6,652.7,Credit Card,Germany,1601,0,Electronics,35.0,example.com,14:15:00,Good,8.0,192.168.1.1,637,Pending
437,283,2023-01-19 04:00:00,9,646.37,Credit Card,Australia,1622,0,Electronics,,gmail.com,15:00:00,,,192.168.1.1,27,Cancelled
438,27,2023-01-19 05:00:00,6,563.49,Wire Transfer,France,1879,1,Electronics,45.0,hotmail.com,15:45:00,Poor,2.0,127.0.0.1,576,Completed
439,226,2023-01-19 06:00:00,73,778.04,Debit Card,Canada,1358,0,Clothing,25.0,example.com,16:30:00,Good,2.0,10.0.0.1,60,Cancelled
440,277,2023-01-19 07:00:00,95,208.96,PayPal,Canada,1144,0,Electronics,30.0,hotmail.com,17:15:00,Good,2.0,127.0.0.1,731,Completed
441,286,2023-01-19 08:00:00,32,727.0,Debit Card,Germany,1274,0,Books,18.0,yahoo.com,18:00:00,Average,7.0,172.16.0.1,217,Failed
442,97,2023-01-19 09:00:00,41,621.64,Credit Card,Germany,1508,0,Books,55.0,example.com,18:45:00,Good,6.0,127.0.0.1,681,Failed
443,284,2023-01-19 10:00:00,76,896.59,Wire Transfer,Australia,1178,0,Sports,35.0,hotmail.com,19:30:00,Good,1.0,127.0.0.1,661,Completed
444,367,2023-01-19 11:00:00,8,847.96,Debit Card,France,1752,0,Clothing,40.0,gmail.com,20:15:00,Good,2.0,172.16.0.1,270,Cancelled
445,448,2023-01-19 12:00:00,72,318.57,Credit Card,USA,1837,1,Books,40.0,example.com,21:00:00,,1.0,172.16.0.1,116,Completed
446,481,2023-01-19 13:00:00,50,279.86,PayPal,Australia,1830,0,Home & Garden,35.0,hotmail.com,21:45:00,Poor,7.0,192.168.1.1,245,Cancelled
447,453,2023-01-19 14:00:00,92,981.75,PayPal,USA,1476,0,Home & Garden,18.0,example.com,22:30:00,Average,6.0,172.16.0.1,660,Failed
448,317,2023-01-19 15:00:00,62,,PayPal,UK,1842,0,Home & Garden,50.0,example.com,23:15:00,Average,2.0,172.16.0.1,604,Cancelled
449,304,2023-01-19 16:00:00,84,906.89,Credit Card,Canada,1975,0,Electronics,18.0,yahoo.com,00:00:00,,2.0,172.16.0.1,85,Pending
450,147,2023-01-19 17:00:00,62,,Wire Transfer,France,1413,0,Electronics,18.0,yahoo.com,00:45:00,,2.0,,599,Failed
451,4,2023-01-19 18:00:00,7,644.6,Debit Card,Australia,1152,0,Home & Garden,50.0,gmail.com,01:30:00,,8.0,,907,Pending
452,35,2023-01-19 19:00:00,75,810.81,PayPal,Canada,1103,0,Sports,25.0,yahoo.com,02:15:00,Good,7.0,,632,Failed
453,192,2023-01-19 20:00:00,84,947.66,Credit Card,France,1074,1,Sports,30.0,yahoo.com,03:00:00,Good,1.0,10.0.0.1,450,Failed
454,49,2023-01-19 21:00:00,80,340.65,Credit Card,France,1127,0,Electronics,35.0,yahoo.com,03:45:00,Average,4.0,127.0.0.1,852,Pending
455,17,2023-01-19 22:00:00,4,726.36,Debit Card,France,1710,0,Home & Garden,35.0,hotmail.com,04:30:00,Average,4.0,10.0.0.1,536,Completed
456,172,2023-01-19 23:00:00,6,541.12,PayPal,Canada,1665,0,Sports,50.0,example.com,05:15:00,Good,,10.0.0.1,887,Cancelled
457,220,2023-01-20 00:00:00,58,65.33,Credit Card,Australia,1567,0,Electronics,45.0,yahoo.com,06:00:00,Good,2.0,10.0.0.1,89,Failed
458,158,2023-01-20 01:00:00,22,691.55,Debit Card,Germany,1789,0,Home & Garden,45.0,hotmail.com,06:45:00,Poor,4.0,192.168.1.1,549,Cancelled
459,477,2023-01-20 02:00:00,26,691.65,Wire Transfer,Canada,1344,0,Clothing,50.0,example.com,07:30:00,Poor,1.0,10.0.0.1,854,Failed
460,46,2023-01-20 03:00:00,3,930.95,Wire Transfer,France,1530,0,Home & Garden,25.0,yahoo.com,08:15:00,Good,4.0,172.16.0.1,895,Cancelled
461,373,2023-01-20 04:00:00,41,499.83,Wire Transfer,Australia,1158,0,Home & Garden,30.0,yahoo.com,09:00:00,Poor,1.0,,507,Failed
462,6,2023-01-20 05:00:00,60,234.1,PayPal,UK,1537,0,Books,35.0,example.com,09:45:00,Average,2.0,10.0.0.1,408,Completed
463,99,2023-01-20 06:00:00,14,49.34,Debit Card,USA,1425,0,Books,30.0,hotmail.com,10:30:00,Poor,2.0,,271,Failed
464,380,2023-01-20 07:00:00,75,418.56,Debit Card,France,1680,1,Clothing,65.0,hotmail.com,11:15:00,Average,3.0,10.0.0.1,524,Completed
465,233,2023-01-20 08:00:00,82,305.41,Credit Card,UK,1995,0,Clothing,55.0,gmail.com,12:00:00,Good,8.0,192.168.1.1,494,Failed
466,37,2023-01-20 09:00:00,12,762.28,Credit Card,Germany,1022,0,Home & Garden,18.0,example.com,12:45:00,Average,6.0,172.16.0.1,607,Cancelled
467,280,2023-01-20 10:00:00,87,357.5,Credit Card,France,1046,0,Sports,,gmail.com,13:30:00,Average,6.0,127.0.0.1,448,Pending
468,349,2023-01-20 11:00:00,12,949.33,Debit Card,UK,1524,0,Clothing,,hotmail.com,14:15:00,Average,9.0,192.168.1.1,543,Failed
469,497,2023-01-20 12:00:00,13,962.5,Credit Card,France,1728,0,Home & Garden,25.0,yahoo.com,15:00:00,Good,8.0,10.0.0.1,949,Failed
470,302,2023-01-20 13:00:00,25,622.8,Debit Card,Canada,1833,0,Electronics,18.0,gmail.com,15:45:00,,2.0,172.16.0.1,350,Completed
471,181,2023-01-20 14:00:00,45,929.02,Debit Card,Australia,1705,0,Books,40.0,hotmail.com,16:30:00,Good,6.0,10.0.0.1,745,Cancelled
472,95,2023-01-20 15:00:00,19,762.05,Wire Transfer,UK,1143,0,Sports,55.0,hotmail.com,17:15:00,Good,1.0,127.0.0.1,852,Completed
473,99,2023-01-20 16:00:00,55,549.13,Credit Card,Australia,1584,0,Home & Garden,50.0,yahoo.com,18:00:00,Average,9.0,172.16.0.1,328,Cancelled
474,188,2023-01-20 17:00:00,100,184.41,Wire Transfer,Canada,1667,0,Electronics,25.0,example.com,18:45:00,Average,4.0,192.168.1.1,812,Cancelled
475,481,2023-01-20 18:00:00,45,461.3,PayPal,Canada,1588,0,Books,30.0,hotmail.com,19:30:00,Average,4.0,,286,Completed
476,116,2023-01-20 19:00:00,8,563.07,PayPal,Australia,1418,0,Electronics,40.0,gmail.com,20:15:00,Poor,9.0,10.0.0.1,35,Pending
477,191,2023-01-20 20:00:00,93,864.64,PayPal,UK,1680,0,Home & Garden,55.0,yahoo.com,21:00:00,Average,3.0,127.0.0.1,533,Cancelled
478,253,2023-01-20 21:00:00,53,483.93,Debit Card,Australia,1972,0,Clothing,55.0,example.com,21:45:00,Average,5.0,127.0.0.1,623,Pending
479,469,2023-01-20 22:00:00,55,,Debit Card,Australia,1798,0,Books,60.0,example.com,22:30:00,Poor,1.0,,488,Completed
480,416,2023-01-20 23:00:00,32,675.98,Debit Card,USA,1084,0,Electronics,40.0,example.com,23:15:00,Good,6.0,172.16.0.1,831,Pending
481,471,2023-01-21 00:00:00,51,141.31,Credit Card,UK,1415,0,Clothing,45.0,hotmail.com,00:00:00,Average,3.0,127.0.0.1,860,Cancelled
482,161,2023-01-21 01:00:00,44,995.01,Wire Transfer,USA,1693,0,Sports,18.0,example.com,00:45:00,Poor,1.0,10.0.0.1,487,Completed
483,256,2023-01-21 02:00:00,82,529.6,Debit Card,France,1481,0,Home & Garden,40.0,hotmail.com,01:30:00,Good,6.0,127.0.0.1,145,Pending
484,323,2023-01-21 03:00:00,70,394.9,Wire Transfer,Australia,1455,1,Home & Garden,25.0,yahoo.com,02:15:00,Average,2.0,172.16.0.1,524,Completed
485,128,2023-01-21 04:00:00,18,,Wire Transfer,France,1826,0,Books,35.0,yahoo.com,03:00:00,,8.0,172.16.0.1,756,Completed
486,18,2023-01-21 05:00:00,83,113.35,Wire Transfer,UK,1296,0,Electronics,45.0,example.com,03:45:00,Good,2.0,,146,Pending
487,281,2023-01-21 06:00:00,22,,Credit Card,Australia,1111,0,Sports,25.0,yahoo.com,04:30:00,Average,4.0,192.168.1.1,751,Cancelled
488,490,2023-01-21 07:00:00,37,500.74,Credit Card,France,1961,0,Books,,gmail.com,05:15:00,,3.0,,503,Cancelled
489,223,2023-01-21 08:00:00,96,409.64,PayPal,Germany,1229,1,Books,,gmail.com,06:00:00,Good,9.0,,604,Cancelled
490,54,2023-01-21 09:00:00,56,953.25,PayPal,Canada,1095,0,Electronics,,hotmail.com,06:45:00,Good,2.0,172.16.0.1,828,Cancelled
491,58,2023-01-21 10:00:00,59,524.93,Wire Transfer,Australia,1949,0,Sports,,example.com,07:30:00,Poor,3.0,172.16.0.1,835,Failed
492,323,2023-01-21 11:00:00,3,223.02,PayPal,Canada,1679,0,Electronics,18.0,hotmail.com,08:15:00,Poor,7.0,10.0.0.1,627,Completed
493,360,2023-01-21 12:00:00,28,461.67,Wire Transfer,USA,1377,0,Home & Garden,25.0,yahoo.com,09:00:00,Average,4.0,,527,Completed
494,174,2023-01-21 13:00:00,74,919.79,Credit Card,France,1155,0,Clothing,25.0,example.com,09:45:00,Average,6.0,192.168.1.1,272,Failed
495,280,2023-01-21 14:00:00,35,180.21,Credit Card,USA,1420,0,Home & Garden,65.0,hotmail.com,10:30:00,Poor,3.0,172.16.0.1,534,Completed
496,114,2023-01-21 15:00:00,61,217.89,Credit Card,Australia,1104,1,Home & Garden,30.0,example.com,11:15:00,Poor,1.0,127.0.0.1,630,Completed
497,288,2023-01-21 16:00:00,93,17.96,Debit Card,Canada,1704,0,Books,18.0,example.com,12:00:00,Good,6.0,,881,Pending
498,431,2023-01-21 17:00:00,54,19.12,Wire Transfer,Canada,2000,0,Home & Garden,40.0,hotmail.com,12:45:00,Good,4.0,127.0.0.1,95,Failed
499,342,2023-01-21 18:00:00,63,830.24,Credit Card,France,1329,0,Sports,55.0,example.com,13:30:00,Average,2.0,127.0.0.1,447,Completed
500,151,2023-01-21 19:00:00,79,733.46,Wire Transfer,Australia,1438,0,Home & Garden,45.0,yahoo.com,14:15:00,Poor,7.0,192.168.1.1,415,Completed
501,450,2023-01-21 20:00:00,97,358.27,PayPal,Germany,1131,0,Sports,25.0,gmail.com,15:00:00,Poor,5.0,10.0.0.1,257,Failed
502,127,2023-01-21 21:00:00,7,,PayPal,Germany,1866,0,Electronics,40.0,gmail.com,15:45:00,,6.0,192.168.1.1,843,Failed
503,155,2023-01-21 22:00:00,76,398.23,Credit Card,France,1381,0,Books,50.0,example.com,16:30:00,Poor,6.0,,262,Pending
504,490,2023-01-21 23:00:00,49,953.13,Wire Transfer,Australia,1137,0,Sports,50.0,gmail.com,17:15:00,Average,9.0,127.0.0.1,87,Pending
505,386,2023-01-22 00:00:00,94,967.22,Credit Card,France,1942,0,Home & Garden,,example.com,18:00:00,Average,2.0,127.0.0.1,905,Cancelled
506,474,2023-01-22 01:00:00,85,395.83,PayPal,Australia,1842,0,Books,55.0,hotmail.com,18:45:00,Poor,6.0,127.0.0.1,436,Cancelled
507,273,2023-01-22 02:00:00,31,854.95,Credit Card,USA,1269,0,Books,55.0,yahoo.com,19:30:00,Poor,9.0,172.16.0.1,976,Pending
508,104,2023-01-22 03:00:00,58,774.22,Wire Transfer,France,1549,0,Sports,40.0,gmail.com,20:15:00,Average,4.0,192.168.1.1,830,Completed
509,417,2023-01-22 04:00:00,61,313.45,PayPal,Australia,1395,0,Sports,35.0,hotmail.com,21:00:00,Good,6.0,10.0.0.1,570,Failed
510,393,2023-01-22 05:00:00,24,235.88,Debit Card,Germany,1556,0,Clothing,45.0,yahoo.com,21:45:00,,7.0,192.168.1.1,742,Pending
511,299,2023-01-22 06:00:00,20,460.94,PayPal,Australia,1912,0,Clothing,55.0,gmail.com,22:30:00,Average,1.0,127.0.0.1,108,Cancelled
512,246,2023-01-22 07:00:00,37,782.44,Debit Card,Australia,1463,1,Books,,gmail.com,23:15:00,Good,5.0,192.168.1.1,19,Failed
513,176,2023-01-22 08:00:00,4,960.37,Credit Card,France,1674,0,Clothing,65.0,yahoo.com,00:00:00,Average,4.0,127.0.0.1,365,Cancelled
514,39,2023-01-22 09:00:00,92,764.76,Credit Card,USA,1449,0,Home & Garden,18.0,hotmail.com,00:45:00,Average,2.0,127.0.0.1,653,Completed
515,477,2023-01-22 10:00:00,20,855.93,Wire Transfer,USA,1330,0,Electronics,35.0,hotmail.com,01:30:00,Good,2.0,172.16.0.1,379,Completed
516,170,2023-01-22 11:00:00,60,605.05,Debit Card,USA,1252,0,Books,55.0,gmail.com,02:15:00,Poor,2.0,192.168.1.1,160,Cancelled
517,247,2023-01-22 12:00:00,24,836.23,Credit Card,USA,1680,0,Electronics,25.0,yahoo.com,03:00:00,Good,7.0,10.0.0.1,100,Failed
518,26,2023-01-22 13:00:00,50,785.5,Debit Card,UK,1962,0,Clothing,35.0,hotmail.com,03:45:00,Good,4.0,10.0.0.1,265,Cancelled
519,355,2023-01-22 14:00:00,49,380.1,Credit Card,France,1284,0,Sports,18.0,yahoo.com,04:30:00,Average,6.0,127.0.0.1,750,Failed
520,306,2023-01-22 15:00:00,51,554.23,PayPal,Canada,1273,0,Books,30.0,yahoo.com,05:15:00,Poor,7.0,192.168.1.1,750,Pending
521,409,2023-01-22 16:00:00,96,805.73,Credit Card,France,1019,0,Clothing,18.0,gmail.com,06:00:00,,9.0,,49,Cancelled
522,408,2023-01-22 17:00:00,36,50.83,Wire Transfer,UK,1238,0,Home & Garden,30.0,yahoo.com,06:45:00,Poor,2.0,127.0.0.1,677,Cancelled
523,13,2023-01-22 18:00:00,98,809.04,PayPal,USA,1269,0,Books,30.0,yahoo.com,07:30:00,,9.0,192.168.1.1,799,Failed
524,316,2023-01-22 19:00:00,100,182.0,Wire Transfer,UK,1417,0,Books,65.0,example.com,08:15:00,Good,5.0,127.0.0.1,415,Pending
525,391,2023-01-22 20:00:00,66,517.11,PayPal,Germany,1944,0,Sports,65.0,yahoo.com,09:00:00,Good,6.0,127.0.0.1,59,Failed
526,313,2023-01-22 21:00:00,79,809.23,Debit Card,Germany,1309,0,Books,18.0,hotmail.com,09:45:00,Average,6.0,127.0.0.1,183,Failed
527,36,2023-01-22 22:00:00,34,257.55,Wire Transfer,France,1030,0,Sports,50.0,gmail.com,10:30:00,Good,3.0,192.168.1.1,659,Cancelled
528,173,2023-01-22 23:00:00,36,249.58,Credit Card,France,1825,0,Clothing,,gmail.com,11:15:00,Poor,7.0,192.168.1.1,447,Cancelled
529,20,2023-01-23 00:00:00,6,405.75,Debit Card,Canada,1103,0,Home & Garden,,yahoo.com,12:00:00,Average,7.0,10.0.0.1,898,Failed
530,321,2023-01-23 01:00:00,39,895.17,Credit Card,Canada,1681,0,Home & Garden,18.0,yahoo.com,12:45:00,,8.0,10.0.0.1,301,Completed
531,264,2023-01-23 02:00:00,42,5.44,PayPal,Germany,1185,0,Books,65.0,hotmail.com,13:30:00,Good,5.0,127.0.0.1,608,Completed
532,494,2023-01-23 03:00:00,58,901.88,PayPal,USA,1127,0,Books,60.0,example.com,14:15:00,Average,2.0,127.0.0.1,555,Completed
533,400,2023-01-23 04:00:00,12,158.04,Credit Card,UK,1209,0,Clothing,18.0,gmail.com,15:00:00,Average,3.0,,354,Cancelled
534,142,2023-01-23 05:00:00,3,990.14,Credit Card,Canada,1413,0,Sports,18.0,example.com,15:45:00,Good,9.0,192.168.1.1,769,Cancelled
535,460,2023-01-23 06:00:00,18,955.07,Debit Card,Australia,1280,1,Home & Garden,25.0,hotmail.com,16:30:00,Average,6.0,192.168.1.1,213,Pending
536,371,2023-01-23 07:00:00,40,497.2,Credit Card,Canada,1958,0,Sports,40.0,gmail.com,17:15:00,Average,8.0,127.0.0.1,189,Cancelled
537,471,2023-01-23 08:00:00,21,515.16,Wire Transfer,USA,1252,0,Clothing,40.0,hotmail.com,18:00:00,Average,8.0,10.0.0.1,643,Pending
538,143,2023-01-23 09:00:00,15,484.14,Wire Transfer,USA,1018,0,Home & Garden,25.0,yahoo.com,18:45:00,Good,5.0,10.0.0.1,347,Cancelled
539,92,2023-01-23 10:00:00,97,637.27,Credit Card,France,1711,0,Home & Garden,50.0,hotmail.com,19:30:00,Good,,172.16.0.1,812,Completed
540,354,2023-01-23 11:00:00,99,95.27,Wire Transfer,UK,1731,0,Electronics,30.0,yahoo.com,20:15:00,Average,6.0,192.168.1.1,903,Completed
541,322,2023-01-23 12:00:00,26,37.45,Credit Card,USA,1135,0,Clothing,60.0,example.com,21:00:00,Good,7.0,127.0.0.1,801,Failed
542,288,2023-01-23 13:00:00,8,62.41,Debit Card,Canada,1222,0,Clothing,45.0,gmail.com,21:45:00,Good,9.0,10.0.0.1,137,Failed
543,215,2023-01-23 14:00:00,100,447.14,Wire Transfer,Canada,1002,0,Electronics,35.0,gmail.com,22:30:00,Good,2.0,127.0.0.1,30,Pending
544,447,2023-01-23 15:00:00,94,279.17,Wire Transfer,Germany,1962,0,Sports,50.0,example.com,23:15:00,Good,2.0,,146,Pending
545,342,2023-01-23 16:00:00,87,623.93,Credit Card,USA,1235,0,Electronics,55.0,yahoo.com,00:00:00,Good,1.0,192.168.1.1,824,Failed
546,51,2023-01-23 17:00:00,42,992.48,Wire Transfer,Australia,1853,0,Clothing,25.0,gmail.com,00:45:00,Good,5.0,,986,Pending
547,153,2023-01-23 18:00:00,44,,PayPal,France,1464,0,Sports,30.0,hotmail.com,01:30:00,Average,2.0,172.16.0.1,468,Cancelled
548,186,2023-01-23 19:00:00,14,575.97,Debit Card,UK,1227,0,Home & Garden,60.0,yahoo.com,02:15:00,Average,3.0,,998,Completed
549,63,2023-01-23 20:00:00,78,418.53,Debit Card,Australia,1912,0,Electronics,18.0,gmail.com,03:00:00,Average,2.0,10.0.0.1,617,Failed
550,190,2023-01-23 21:00:00,2,848.04,Wire Transfer,France,1653,0,Sports,,hotmail.com,03:45:00,Poor,4.0,127.0.0.1,503,Failed
551,125,2023-01-23 22:00:00,37,902.73,Wire Transfer,Canada,1498,0,Sports,35.0,hotmail.com,04:30:00,Average,3.0,172.16.0.1,799,Cancelled
552,150,2023-01-23 23:00:00,69,877.97,PayPal,Australia,1520,0,Sports,55.0,gmail.com,05:15:00,Average,9.0,127.0.0.1,968,Pending
553,314,2023-01-24 00:00:00,38,974.5,PayPal,France,1701,0,Electronics,50.0,example.com,06:00:00,Poor,2.0,127.0.0.1,191,Failed
554,58,2023-01-24 01:00:00,41,32.38,Wire Transfer,Canada,1861,0,Home & Garden,60.0,example.com,06:45:00,Average,7.0,172.16.0.1,471,Failed
555,342,2023-01-24 02:00:00,62,840.62,Wire Transfer,Canada,1916,0,Sports,40.0,gmail.com,07:30:00,Poor,3.0,,690,Cancelled
556,305,2023-01-24 03:00:00,60,753.01,PayPal,Canada,1971,0,Electronics,18.0,hotmail.com,08:15:00,Average,8.0,10.0.0.1,345,Completed
557,180,2023-01-24 04:00:00,14,232.55,Credit Card,Canada,1676,0,Clothing,40.0,example.com,09:00:00,Average,4.0,10.0.0.1,751,Failed
